"date","state","dataQualityGrade","death","deathConfirmed","deathIncrease","deathProbable","hospitalized","hospitalizedCumulative","hospitalizedCurrently","hospitalizedIncrease","inIcuCumulative","inIcuCurrently","negative","negativeIncrease","negativeTestsAntibody","negativeTestsPeopleAntibody","negativeTestsViral","onVentilatorCumulative","onVentilatorCurrently","positive","positiveCasesViral","positiveIncrease","positiveScore","positiveTestsAntibody","positiveTestsAntigen","positiveTestsPeopleAntibody","positiveTestsPeopleAntigen","positiveTestsViral","recovered","totalTestEncountersViral","totalTestEncountersViralIncrease","totalTestResults","totalTestResultsIncrease","totalTestsAntibody","totalTestsAntigen","totalTestsPeopleAntibody","totalTestsPeopleAntigen","totalTestsPeopleViral","totalTestsPeopleViralIncrease","totalTestsViral","totalTestsViralIncrease","stateLong"
"2020-07-22","PA","A+",7063,NA,25,NA,NA,NA,735,0,NA,NA,968081,15083,NA,NA,NA,NA,100,103396,100483,631,0,NA,NA,NA,NA,NA,77547,NA,0,1071477,15714,NA,NA,NA,NA,1068564,15691,NA,0,"Pennsylvania"
"2020-07-22","PR","B",185,84,5,101,NA,NA,415,0,NA,49,255766,0,NA,NA,253922,NA,31,13038,4330,98,0,8708,NA,NA,NA,3966,NA,NA,0,268804,98,NA,NA,NA,NA,NA,0,258001,0,NA
"2020-07-22","RI","A+",997,NA,1,NA,2127,2127,67,11,NA,5,168794,1816,NA,NA,295522,NA,3,18062,18062,76,0,NA,NA,NA,NA,26350,1749,326177,4328,326177,4328,NA,NA,NA,NA,186856,1892,321872,4328,"Rhode Island"
"2020-07-22","SC","A",1285,1242,64,43,4498,4498,1607,0,NA,NA,534118,8762,46124,NA,513352,NA,NA,75042,74761,1705,0,2883,NA,NA,NA,93527,27062,NA,0,609160,10467,49007,NA,NA,NA,NA,0,608879,10422,"South Carolina"
"2020-07-22","SD","B",119,NA,1,NA,790,790,56,14,NA,NA,92981,1155,NA,NA,NA,NA,NA,8077,NA,58,0,NA,NA,NA,NA,NA,7159,NA,0,101058,1213,NA,NA,NA,NA,101058,1213,NA,0,"South Dakota"
"2020-07-22","TN","A",888,855,17,33,3907,3907,1451,109,NA,NA,1179411,23122,NA,NA,1164250,NA,NA,84417,83582,2473,0,NA,NA,NA,NA,98743,49748,NA,0,1263828,25595,NA,NA,NA,NA,NA,0,1262993,25582,"Tennessee"
"2020-07-22","TX","A",4348,NA,197,NA,NA,NA,10893,0,NA,3281,2752530,50695,NA,NA,NA,NA,NA,351618,351618,9879,0,8737,NA,NA,NA,NA,195315,NA,0,3104148,60574,227696,NA,NA,NA,NA,0,3104148,60574,"Texas"
"2020-07-22","UT","A+",260,NA,9,NA,2135,2135,234,26,563,94,442178,5082,NA,NA,538558,231,NA,35578,35578,566,0,NA,390,NA,369,39777,22532,NA,0,578335,7953,NA,997,NA,830,477756,5648,578335,7953,"Utah"
"2020-07-22","VA","A+",2051,1948,3,103,11488,11488,1157,64,NA,253,873794,13073,NA,NA,NA,NA,136,80393,77380,1022,0,NA,NA,NA,NA,94379,10331,951174,14026,951174,14026,NA,NA,NA,NA,NA,0,NA,0,"Virginia"
"2020-07-22","VI","C",7,7,1,NA,NA,NA,NA,0,NA,NA,7146,293,NA,NA,NA,NA,NA,320,NA,12,0,NA,NA,NA,NA,NA,172,NA,0,7466,305,NA,NA,NA,NA,NA,0,7557,278,NA
"2020-07-22","VT","B",56,56,0,NA,NA,NA,14,0,NA,NA,84376,795,NA,NA,NA,NA,NA,1366,1366,0,0,NA,NA,NA,NA,NA,1152,NA,0,107034,1458,NA,NA,NA,NA,85742,795,107034,1458,"Vermont"
"2020-07-22","WA","B",1465,1465,12,NA,5161,5161,392,59,NA,NA,920776,14751,NA,NA,NA,NA,51,53306,53306,1016,0,NA,NA,NA,NA,NA,NA,974082,15767,974082,15767,NA,NA,NA,NA,841184,14830,NA,0,"Washington"
"2020-07-22","WI","A+",872,865,6,7,4225,4225,167,31,848,63,764630,14068,NA,NA,NA,NA,NA,48583,44847,747,0,NA,NA,NA,NA,NA,34682,1074345,21969,1074345,21969,NA,NA,NA,NA,809477,14780,NA,0,"Wisconsin"
"2020-07-22","WV","B",101,NA,0,NA,NA,NA,78,0,NA,33,237181,2054,NA,NA,NA,NA,16,5206,5081,7,0,NA,NA,NA,NA,NA,3625,NA,0,242387,2061,13019,NA,NA,NA,NA,0,242262,2061,"West Virginia"
"2020-07-22","WY","B",25,NA,0,NA,152,152,13,6,NA,NA,41927,0,NA,NA,59262,NA,NA,2288,1864,50,0,NA,NA,NA,NA,1769,1745,NA,0,44215,50,NA,NA,NA,NA,43605,0,61032,0,"Wyoming"
"2020-07-21","AK","A",18,18,0,NA,NA,NA,32,0,NA,NA,176101,2929,NA,NA,NA,NA,1,2525,2525,111,0,NA,NA,NA,NA,NA,737,NA,0,178626,3040,NA,NA,NA,NA,NA,0,178626,3040,"Alaska"
"2020-07-21","AL","B",1303,1268,12,35,8538,8538,1549,170,1009,NA,530023,5126,NA,NA,NA,535,NA,70358,69075,1467,0,NA,NA,NA,NA,NA,29736,NA,0,599098,6490,NA,NA,NA,NA,NA,0,599098,6490,"Alabama"
"2020-07-21","AR","A+",374,NA,17,NA,2257,2257,488,55,NA,NA,404980,6091,NA,NA,NA,316,111,34655,34655,728,0,NA,NA,NA,NA,NA,27283,NA,0,439635,6819,NA,NA,NA,NA,NA,0,439635,6819,"Arkansas"
"2020-07-21","AS","C",0,NA,0,NA,NA,NA,NA,0,NA,NA,1037,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1037,0,NA,NA,NA,NA,NA,0,1037,0,NA
"2020-07-21","AZ","A+",2918,2431,134,152,6894,6894,3041,196,NA,865,658983,10643,NA,NA,NA,NA,608,148683,137710,3500,0,NA,NA,NA,NA,NA,18863,NA,0,807666,14143,211454,NA,NA,NA,807666,14143,NA,0,"Arizona"
"2020-07-21","CA","B",7755,NA,61,NA,NA,NA,8681,0,NA,2226,6136163,113380,NA,NA,NA,NA,NA,400769,400769,9231,0,NA,NA,NA,NA,NA,NA,NA,0,6536932,122611,NA,NA,NA,NA,NA,0,6536932,122611,"California"
"2020-07-21","CO","A",1615,NA,0,NA,6057,6057,386,25,NA,NA,410733,8706,119169,NA,NA,NA,NA,40566,37471,424,0,8717,NA,NA,NA,NA,5019,565299,12383,565299,12383,127886,NA,NA,NA,448204,9136,NA,0,"Colorado"
"2020-07-21","CT","B",4406,3527,0,879,10654,10654,62,0,NA,NA,614741,0,NA,NA,NA,NA,NA,48096,46116,41,0,NA,NA,NA,NA,NA,8466,NA,0,662837,41,NA,NA,NA,NA,NA,0,660857,5548,"Connecticut"
"2020-07-21","DC","A+",580,NA,1,NA,NA,NA,83,0,NA,19,144284,3883,NA,NA,NA,NA,13,11427,NA,88,0,NA,NA,NA,NA,NA,1932,155711,3971,155711,3971,NA,NA,NA,NA,111244,2177,NA,0,"District of Columbia"
"2020-07-21","DE","A+",525,467,2,58,NA,NA,58,0,NA,11,144601,5125,NA,NA,NA,NA,NA,13746,12763,227,0,NA,NA,NA,NA,17267,7362,220677,4013,220677,4013,NA,NA,NA,NA,158347,5352,NA,0,"Delaware"
"2020-07-21","FL","A",5319,5319,136,NA,22123,22123,9520,518,NA,NA,2729916,38204,NA,311824,3439642,NA,NA,363973,NA,9263,0,NA,NA,14627,NA,460918,NA,3661911,66455,3661911,66455,NA,NA,326476,NA,3103674,47752,3912910,67640,"Florida"
"2020-07-21","GA","A",3254,NA,78,NA,15494,15494,3155,447,2904,NA,1146303,18097,NA,NA,1159276,NA,NA,148988,148988,3413,0,12022,NA,NA,NA,136015,NA,NA,0,1295291,21510,203234,NA,NA,NA,NA,0,1295291,21510,"Georgia"
"2020-07-21","GU","B",5,NA,0,NA,NA,NA,3,0,NA,NA,18430,178,NA,NA,NA,NA,NA,327,319,8,0,2,NA,NA,NA,NA,235,NA,0,18757,186,145,NA,NA,NA,18749,186,18583,0,NA
"2020-07-21","HI","D",24,NA,0,NA,150,150,46,0,NA,NA,105390,815,NA,NA,NA,NA,NA,1393,NA,12,0,NA,NA,NA,NA,1348,1057,128458,1240,128458,1240,NA,NA,NA,NA,106783,827,129510,1136,"Hawaii"
"2020-07-21","IA","A+",802,NA,5,NA,NA,NA,223,0,NA,74,382959,3581,NA,34865,NA,NA,32,39474,39474,308,0,NA,NA,2632,NA,NA,28388,NA,0,422433,3889,NA,NA,37535,NA,423878,4016,NA,0,"Iowa"
"2020-07-21","ID","A",122,100,3,22,621,621,188,21,186,46,135805,2790,NA,NA,NA,NA,NA,15266,14337,393,0,NA,NA,NA,NA,NA,4335,NA,0,150142,3148,NA,NA,NA,NA,150142,3148,NA,0,"Idaho"
"2020-07-21","IL","A",7517,7324,23,193,NA,NA,1466,0,NA,320,2145151,28790,NA,NA,NA,NA,142,164878,163703,955,0,NA,NA,NA,NA,NA,NA,NA,0,2310029,29745,NA,NA,NA,NA,NA,0,2308854,29745,"Illinois"
"2020-07-21","IN","A+",2846,2652,21,194,7941,7941,803,0,1691,267,586889,8435,NA,NA,NA,NA,82,57916,NA,710,0,NA,NA,NA,NA,61982,41322,NA,0,850089,17689,NA,NA,NA,NA,644805,9145,850089,17689,"Indiana"
"2020-07-21","KS","A",307,NA,0,NA,1497,1497,NA,0,439,111,238197,0,NA,NA,NA,162,21,23334,NA,0,0,NA,NA,NA,NA,NA,1016,NA,0,261531,0,NA,NA,NA,NA,261531,0,NA,0,"Kansas"
"2020-07-21","KY","B",674,670,3,4,2900,2900,532,18,1036,136,484633,13893,NA,NA,NA,NA,NA,24060,22916,646,0,NA,NA,NA,NA,NA,6927,NA,0,507549,14481,41592,NA,NA,NA,NA,0,507549,14481,"Kentucky"
"2020-07-21","LA","B",3608,3498,36,110,NA,NA,1527,0,NA,NA,1026379,18347,NA,NA,NA,NA,186,96583,96583,1691,0,NA,NA,NA,NA,NA,53288,NA,0,1122962,20038,NA,NA,NA,NA,1122962,20038,NA,0,"Louisiana"
"2020-07-21","MA","A+",8450,8231,17,219,11746,11746,513,24,NA,63,945148,7656,NA,NA,NA,NA,33,114033,107221,244,0,NA,NA,NA,NA,143238,95390,NA,0,1413854,19710,NA,NA,87006,NA,1052369,7821,1413854,19710,"Massachusetts"
"2020-07-21","MD","A",3402,3272,20,130,11949,11949,484,52,NA,131,684822,14228,NA,NA,NA,NA,NA,79545,79545,860,0,NA,NA,NA,NA,93322,5380,NA,0,973616,20550,NA,NA,NA,NA,764367,15088,973616,20550,"Maryland"
"2020-07-21","ME","A+",118,117,1,1,377,377,12,2,NA,8,138520,3009,8084,NA,137047,NA,4,3723,3300,12,0,386,NA,NA,NA,4586,3191,NA,0,142243,3021,8479,NA,NA,NA,NA,0,141820,3022,"Maine"
"2020-07-21","MI","A+",6382,6135,9,247,NA,NA,680,0,NA,210,1446316,21922,NA,NA,1446316,NA,130,83059,74725,664,0,NA,NA,NA,NA,104381,55162,NA,0,1529375,22586,199230,NA,NA,NA,NA,0,1550697,22893,"Michigan"
"2020-07-21","MN","A",1588,1548,3,40,4723,4723,266,45,1412,112,829402,9099,NA,NA,NA,NA,NA,47457,47457,350,0,NA,NA,NA,NA,NA,41511,876859,9449,876859,9449,NA,NA,NA,NA,NA,0,NA,0,"Minnesota"
"2020-07-21","MO","B",1143,NA,11,NA,NA,NA,875,0,NA,NA,545558,7270,NA,53130,698398,NA,86,34762,34762,1138,0,NA,NA,1861,NA,39567,NA,NA,0,739140,11003,NA,NA,54991,NA,580320,8408,739140,11003,"Missouri"
"2020-07-21","MP","D",2,NA,0,NA,4,4,NA,0,NA,NA,11055,0,NA,NA,NA,NA,NA,38,38,1,0,NA,NA,NA,NA,NA,29,NA,0,11093,1,NA,NA,NA,NA,11092,0,12236,0,NA
"2020-07-21","MS","A",1389,1358,31,31,3797,3797,1154,31,NA,293,349674,3588,NA,NA,NA,NA,140,45524,44999,1635,0,95,NA,NA,NA,NA,30315,NA,0,395198,5223,15176,NA,NA,NA,NA,0,394673,5207,"Mississippi"
"2020-07-21","MT","C",40,NA,1,NA,174,174,49,7,NA,NA,138290,1869,NA,NA,NA,NA,NA,2712,2712,91,0,NA,NA,NA,NA,NA,1493,NA,0,141002,1960,NA,NA,NA,NA,NA,0,141002,1960,"Montana"
"2020-07-21","NC","A",1668,1668,26,NA,NA,NA,1179,0,NA,NA,1356136,33294,NA,NA,NA,NA,NA,102861,102861,1815,0,NA,NA,NA,NA,NA,78707,NA,0,1458997,35109,NA,NA,NA,NA,NA,0,1458997,35109,"North Carolina"
"2020-07-21","ND","D",84,80,2,4,309,309,46,4,NA,NA,132086,1234,6241,NA,NA,NA,NA,5202,5202,82,0,233,NA,NA,NA,NA,4319,259986,3573,259986,3573,6474,NA,NA,NA,134658,1238,266719,3745,"North Dakota"
"2020-07-21","NE","B",306,NA,5,NA,1502,1502,115,20,NA,NA,215594,3281,NA,NA,272028,NA,NA,22847,22847,264,0,NA,NA,NA,NA,27991,17237,NA,0,300777,4406,NA,NA,NA,NA,238692,3543,300777,4406,"Nebraska"
"2020-07-21","NH","B",398,NA,0,NA,673,673,20,0,193,NA,138573,1398,NA,NA,NA,NA,NA,6249,6249,46,0,NA,NA,NA,NA,NA,5286,NA,0,205035,1830,25992,NA,25499,NA,144822,1444,205035,1830,"New Hampshire"
"2020-07-21","NJ","A+",15533,13763,23,1770,21099,21099,833,41,NA,169,1640699,14788,NA,NA,NA,NA,79,177256,177256,293,0,NA,NA,NA,NA,NA,31781,NA,0,1817955,15081,NA,NA,NA,NA,NA,0,1817955,15081,"New Jersey"
"2020-07-21","NM","B",578,NA,7,NA,2399,2399,154,12,NA,NA,459282,7038,NA,NA,NA,NA,NA,17215,17215,244,0,NA,NA,NA,NA,NA,6814,NA,0,476497,7282,NA,NA,NA,NA,NA,0,476497,7282,"New Mexico"
"2020-07-21","NV","A+",676,NA,28,NA,NA,NA,1095,0,NA,301,361294,2586,NA,NA,NA,NA,143,37528,37528,815,0,NA,NA,NA,NA,NA,874,555374,8821,555374,8821,NA,NA,NA,NA,396079,3091,503464,4725,"Nevada"
"2020-07-21","NY","A",25058,NA,2,NA,89995,89995,724,0,NA,163,4822800,65314,NA,NA,NA,NA,91,408181,408181,855,0,NA,NA,NA,NA,NA,72302,5230981,66169,5230981,66169,NA,NA,NA,NA,NA,0,NA,0,"New York"
"2020-07-21","OH","B",3219,2959,30,260,9736,9736,1097,126,2367,342,1122808,17064,NA,NA,NA,NA,168,77215,72963,1047,0,NA,NA,NA,NA,NA,53077,NA,0,1200023,18111,NA,NA,NA,NA,NA,0,1195771,18075,"Ohio"
"2020-07-21","OK","A+",461,NA,9,NA,2403,2403,613,0,NA,248,472057,21382,NA,NA,472057,NA,NA,26326,26326,893,0,1854,NA,NA,NA,30273,20663,NA,0,498383,22275,55185,NA,NA,NA,NA,0,503326,23779,"Oklahoma"
"2020-07-21","OR","A+",269,NA,7,NA,1406,1406,237,19,NA,64,330124,4927,NA,NA,330124,NA,34,15139,14355,292,0,NA,NA,NA,NA,NA,3381,NA,0,345263,5219,NA,NA,NA,NA,344479,5197,NA,0,"Oregon"
"2020-07-21","PA","A+",7038,NA,20,NA,NA,NA,736,0,NA,NA,952998,14823,NA,NA,NA,NA,98,102765,99875,1027,0,NA,NA,NA,NA,NA,77073,NA,0,1055763,15850,NA,NA,NA,NA,1052873,15826,NA,0,"Pennsylvania"
"2020-07-21","PR","B",180,81,0,99,NA,NA,375,0,NA,40,255766,0,NA,NA,253922,NA,24,12940,4255,479,0,8685,NA,NA,NA,3966,NA,NA,0,268706,479,NA,NA,NA,NA,NA,0,258001,0,NA
"2020-07-21","RI","A+",996,NA,1,NA,2116,2116,64,6,NA,4,166978,1257,NA,NA,291322,NA,2,17986,17986,82,0,NA,NA,NA,NA,26222,1741,321849,2662,321849,2662,NA,NA,NA,NA,184964,1339,317544,2388,"Rhode Island"
"2020-07-21","SC","A",1221,1203,57,18,4498,4498,1593,316,NA,NA,525356,8485,45784,NA,506998,NA,NA,73337,73101,1892,0,2806,NA,NA,NA,91459,27062,NA,0,598693,10377,48590,NA,NA,NA,NA,0,598457,10373,"South Carolina"
"2020-07-21","SD","B",118,NA,0,NA,776,776,62,2,NA,NA,91826,1115,NA,NA,NA,NA,NA,8019,NA,76,0,NA,NA,NA,NA,NA,7081,NA,0,99845,1191,NA,NA,NA,NA,99845,1191,NA,0,"South Dakota"
"2020-07-21","TN","A",871,840,24,31,3798,3798,1461,86,NA,NA,1156289,20876,NA,NA,1141646,NA,NA,81944,81122,2190,0,NA,NA,NA,NA,95765,47852,NA,0,1238233,23066,NA,NA,NA,NA,NA,0,1237411,23028,"Tennessee"
"2020-07-21","TX","B",4151,NA,131,NA,NA,NA,10848,0,NA,NA,2701835,49715,NA,NA,NA,NA,NA,341739,341739,9305,0,8562,NA,NA,NA,NA,186529,NA,0,3043574,59020,226323,NA,NA,NA,NA,0,3043574,59020,"Texas"
"2020-07-21","UT","A+",251,NA,4,NA,2109,2109,219,43,554,96,437096,4356,NA,NA,531294,229,NA,35012,35012,486,0,NA,373,NA,354,39088,22032,NA,0,570382,7559,NA,954,NA,799,472108,4842,570382,7559,"Utah"
"2020-07-21","VA","A+",2048,1945,17,103,11424,11424,1189,159,NA,258,860721,18635,NA,NA,NA,NA,127,79371,76427,996,0,NA,NA,NA,NA,94379,10235,937148,19647,937148,19647,NA,NA,NA,NA,NA,0,NA,0,"Virginia"
"2020-07-21","VI","C",6,6,0,NA,NA,NA,NA,0,NA,NA,6853,236,NA,NA,NA,NA,NA,308,NA,4,0,NA,NA,NA,NA,NA,158,NA,0,7161,240,NA,NA,NA,NA,NA,0,7279,307,NA
"2020-07-21","VT","B",56,56,0,NA,NA,NA,19,0,NA,NA,83581,1073,NA,NA,NA,NA,NA,1366,1366,6,0,NA,NA,NA,NA,NA,1148,NA,0,105576,1334,NA,NA,NA,NA,84947,1079,105576,1334,"Vermont"
"2020-07-21","WA","B",1453,1453,6,NA,5102,5102,365,39,NA,NA,906025,15973,NA,NA,NA,NA,43,52290,52290,1084,0,NA,NA,NA,NA,NA,NA,958315,17057,958315,17057,NA,NA,NA,NA,826354,17015,NA,0,"Washington"
"2020-07-21","WI","A+",866,859,13,7,4194,4194,354,65,838,101,750562,13371,NA,NA,NA,NA,NA,47836,44135,1161,0,NA,NA,NA,NA,NA,33902,1052376,17640,1052376,17640,NA,NA,NA,NA,794697,14488,NA,0,"Wisconsin"
"2020-07-21","WV","B",101,NA,1,NA,NA,NA,77,0,NA,33,235127,5289,NA,NA,NA,NA,16,5199,5074,57,0,NA,NA,NA,NA,NA,3546,NA,0,240326,5346,12970,NA,NA,NA,NA,0,240201,5344,"West Virginia"
"2020-07-21","WY","B",25,NA,1,NA,146,146,13,2,NA,NA,41927,0,NA,NA,59262,NA,NA,2238,1830,51,0,NA,NA,NA,NA,1769,1694,NA,0,44165,51,NA,NA,NA,NA,43605,0,61032,0,"Wyoming"
"2020-07-20","AK","A",18,18,0,NA,NA,NA,29,0,NA,NA,173172,2439,NA,NA,NA,NA,0,2414,2414,137,0,NA,NA,NA,NA,NA,712,NA,0,175586,2576,NA,NA,NA,NA,NA,0,175586,2576,"Alaska"
"2020-07-20","AL","B",1291,1257,4,34,8368,8368,1571,586,994,NA,524897,6375,NA,NA,NA,528,NA,68891,67711,1880,0,NA,NA,NA,NA,NA,29736,NA,0,592608,8221,NA,NA,NA,NA,NA,0,592608,8221,"Alabama"
"2020-07-20","AR","A+",357,NA,0,NA,2202,2202,471,25,NA,NA,398889,12251,NA,NA,NA,309,111,33927,33927,1394,0,NA,NA,NA,NA,NA,26397,NA,0,432816,13645,NA,NA,NA,NA,NA,0,432816,13645,"Arkansas"
"2020-07-20","AS","C",0,NA,0,NA,NA,NA,NA,0,NA,NA,1037,0,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1037,0,NA,NA,NA,NA,NA,0,1037,0,NA
"2020-07-20","AZ","A+",2784,2431,23,152,6698,6698,3084,66,NA,886,648340,5985,NA,NA,NA,NA,622,145183,137710,1559,0,NA,NA,NA,NA,NA,18518,NA,0,793523,7544,210464,NA,NA,NA,793523,7544,NA,0,"Arizona"
"2020-07-20","CA","B",7694,NA,9,NA,NA,NA,8419,0,NA,2157,6022783,120623,NA,NA,NA,NA,NA,391538,391538,6846,0,NA,NA,NA,NA,NA,NA,NA,0,6414321,127469,NA,NA,NA,NA,NA,0,6414321,127469,"California"
"2020-07-20","CO","A",1615,NA,0,NA,6032,6032,397,13,NA,NA,402027,5877,118484,NA,NA,NA,NA,40142,37041,354,0,8676,NA,NA,NA,NA,4969,552916,9246,552916,9246,127160,NA,NA,NA,439068,6220,NA,0,"Colorado"
"2020-07-20","CT","B",4406,3525,10,881,10654,10654,54,0,NA,NA,614741,5503,NA,NA,NA,NA,NA,48055,46071,162,0,NA,NA,NA,NA,NA,8466,NA,0,662796,5665,NA,NA,NA,NA,NA,0,655309,27323,"Connecticut"
"2020-07-20","DC","A+",579,NA,1,NA,NA,NA,83,0,NA,19,140401,3897,NA,NA,NA,NA,12,11339,NA,78,0,NA,NA,NA,NA,NA,1909,151740,3975,151740,3975,NA,NA,NA,NA,109067,2142,NA,0,"District of Columbia"
"2020-07-20","DE","A+",523,465,0,58,NA,NA,47,0,NA,9,139476,0,NA,NA,NA,NA,NA,13519,12537,0,0,NA,NA,NA,NA,17165,7362,216664,4709,216664,4709,NA,NA,NA,NA,152995,0,NA,0,"Delaware"
"2020-07-20","FL","A",5183,5183,92,NA,21605,21605,9489,296,NA,NA,2691712,39118,NA,284980,3384679,NA,NA,354710,NA,10405,0,NA,NA,12002,NA,448764,NA,3595456,68914,3595456,68914,NA,NA,297009,NA,3055922,49632,3845270,69334,"Florida"
"2020-07-20","GA","A",3176,NA,3,NA,15047,15047,3183,37,2829,NA,1128206,16010,NA,NA,1140754,NA,NA,145575,145575,2452,0,11985,NA,NA,NA,133027,NA,NA,0,1273781,18462,202941,NA,NA,NA,NA,0,1273781,18462,"Georgia"
"2020-07-20","GU","B",5,NA,0,NA,NA,NA,3,0,NA,NA,18252,314,NA,NA,NA,NA,NA,319,311,4,0,2,NA,NA,NA,NA,235,NA,0,18571,318,145,NA,NA,NA,18563,318,18583,339,NA
"2020-07-20","HI","D",24,NA,0,NA,150,150,33,10,NA,NA,104575,1294,NA,NA,NA,NA,NA,1381,NA,27,0,NA,NA,NA,NA,1336,1043,127218,1983,127218,1983,NA,NA,NA,NA,105956,1321,128374,1920,"Hawaii"
"2020-07-20","IA","A+",797,NA,3,NA,NA,NA,221,0,NA,76,379378,2610,NA,34610,NA,NA,30,39166,39166,443,0,NA,NA,2619,NA,NA,28024,NA,0,418544,3053,NA,NA,37265,NA,419862,3127,NA,0,"Iowa"
"2020-07-20","ID","A",119,97,0,22,600,600,224,17,181,33,133015,1131,NA,NA,NA,NA,NA,14873,13979,571,0,NA,NA,NA,NA,NA,4149,NA,0,146994,1691,NA,NA,NA,NA,146994,1691,NA,0,"Idaho"
"2020-07-20","IL","A",7494,7301,6,193,NA,NA,1410,0,NA,308,2116361,33425,NA,NA,NA,NA,133,163923,162748,1173,0,NA,NA,NA,NA,NA,NA,NA,0,2280284,34598,NA,NA,NA,NA,NA,0,2279109,34598,"Illinois"
"2020-07-20","IN","A+",2825,2632,3,193,7941,7941,805,46,1691,248,578454,8145,NA,NA,NA,NA,85,57206,NA,635,0,NA,NA,NA,NA,60881,41322,NA,0,832400,4207,NA,NA,NA,NA,635660,8780,832400,4207,"Indiana"
"2020-07-20","KS","A",307,NA,8,NA,1497,1497,NA,44,439,111,238197,10809,NA,NA,NA,162,21,23334,NA,1369,0,NA,NA,NA,NA,NA,1016,NA,0,261531,12178,NA,NA,NA,NA,261531,12178,NA,0,"Kansas"
"2020-07-20","KY","B",671,667,1,4,2882,2882,542,2,1035,114,470740,1177,NA,NA,NA,NA,NA,23414,22328,253,0,NA,NA,NA,NA,NA,6876,NA,0,493068,1410,40357,NA,NA,NA,NA,0,493068,1410,"Kentucky"
"2020-07-20","LA","B",3572,3462,29,110,NA,NA,1508,0,NA,NA,1008032,30434,NA,NA,NA,NA,192,94892,94892,3186,0,NA,NA,NA,NA,NA,53288,NA,0,1102924,33620,NA,NA,NA,NA,1102924,33620,NA,0,"Louisiana"
"2020-07-20","MA","A+",8433,8214,2,219,11722,11722,483,5,NA,67,937492,10491,NA,NA,NA,NA,38,113789,107056,255,0,NA,NA,NA,NA,142899,95390,NA,0,1394144,17430,NA,NA,86433,NA,1044548,10665,1394144,17430,"Massachusetts"
"2020-07-20","MD","A",3382,3252,5,130,11897,11897,463,56,NA,136,670594,8940,NA,NA,NA,NA,NA,78685,78685,554,0,NA,NA,NA,NA,92337,5344,NA,0,953066,14755,NA,NA,NA,NA,749279,9494,953066,14755,"Maryland"
"2020-07-20","ME","A+",117,116,0,1,375,375,12,0,NA,10,135511,1761,8068,NA,134046,NA,4,3711,3287,24,0,385,NA,NA,NA,4567,3159,NA,0,139222,1785,8463,NA,NA,NA,NA,0,138798,1782,"Maine"
"2020-07-20","MI","A+",6373,6126,7,247,NA,NA,680,0,NA,210,1424394,21803,NA,NA,1424394,NA,102,82395,74152,527,0,NA,NA,NA,NA,103410,55162,NA,0,1506789,22330,198479,NA,NA,NA,NA,0,1527804,22600,"Michigan"
"2020-07-20","MN","A",1585,1545,4,40,4678,4678,247,51,1397,115,820303,13319,NA,NA,NA,NA,NA,47107,47107,903,0,NA,NA,NA,NA,NA,40742,867410,14222,867410,14222,NA,NA,NA,NA,NA,0,NA,0,"Minnesota"
"2020-07-20","MO","B",1132,NA,3,NA,NA,NA,875,0,NA,NA,538288,12303,NA,52923,688187,NA,86,33624,33624,530,0,NA,NA,1842,NA,38855,NA,NA,0,728137,19094,NA,NA,54765,NA,571912,12833,728137,19094,"Missouri"
"2020-07-20","MP","D",2,NA,0,NA,4,4,NA,0,NA,NA,11055,391,NA,NA,NA,NA,NA,37,37,0,0,NA,NA,NA,NA,NA,29,NA,0,11092,391,NA,NA,NA,NA,11092,395,12236,901,NA
"2020-07-20","MS","A",1358,1327,3,31,3766,3766,1119,39,NA,284,346086,10647,NA,NA,NA,NA,143,43889,43380,1251,0,95,NA,NA,NA,NA,30315,NA,0,389975,11898,15082,NA,NA,NA,NA,0,389466,12673,"Mississippi"
"2020-07-20","MT","C",39,NA,2,NA,167,167,48,2,NA,NA,136421,5795,NA,NA,NA,NA,NA,2621,2621,88,0,NA,NA,NA,NA,NA,1334,NA,0,139042,5883,NA,NA,NA,NA,NA,0,139042,5883,"Montana"
"2020-07-20","NC","A",1642,1642,8,NA,NA,NA,1086,0,NA,NA,1322842,27756,NA,NA,NA,NA,NA,101046,101046,1268,0,NA,NA,NA,NA,NA,78707,NA,0,1423888,29024,NA,NA,NA,NA,NA,0,1423888,29024,"North Carolina"
"2020-07-20","ND","D",82,78,0,4,305,305,47,3,NA,NA,130852,2017,6129,NA,NA,NA,NA,5120,5120,107,0,230,NA,NA,NA,NA,4219,256413,5509,256413,5509,6359,NA,NA,NA,133420,2046,262974,5718,"North Dakota"
"2020-07-20","NE","B",301,NA,0,NA,1482,1482,121,1,NA,NA,212313,2393,NA,NA,267985,NA,NA,22583,22583,102,0,NA,NA,NA,NA,27632,17112,NA,0,296371,2890,NA,NA,NA,NA,235149,2495,296371,2890,"Nebraska"
"2020-07-20","NH","B",398,NA,0,NA,673,673,17,0,193,NA,137175,0,NA,NA,NA,NA,NA,6203,6203,0,0,NA,NA,NA,NA,NA,5251,NA,0,203205,3001,25837,NA,25466,NA,143378,0,203205,3001,"New Hampshire"
